# ----------------------------------------
# Pages for Claude
# Account: New Jersey
# Property: Business First Stop - GA4
# ----------------------------------------
# 
# All Users
# Start date: 20230101
# End date: 20260309
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue
/unsupported,33870,25621,1.3219624526755396,45.383981889855974,130471,0,0
/es,33179,25635,1.2942851570118978,7.834757167934464,97713,0,0
/tasks/insurance-policy,32942,21111,1.560418739045995,38.17862725593292,88968,0,0
/tasks/trade-name-registration,31336,16323,1.919745144887582,105.33578386326043,118069,0,0
/pages/sbe,28078,16806,1.670712840652148,48.44198500535523,104089,0,0
/tasks/location-eval,26061,15930,1.635969868173258,24.889391086001254,66749,0,0
/pages/hiring-employees,22132,16867,1.3121479812651924,43.020098417027334,80830,0,0
/njeda,20151,8983,2.24323722587109,98.44884782366692,121891,0,0
/grow,19759,14628,1.3507656549083948,21.678835110746512,53377,0,0
/actions/tax-clearance-certificate-apply,16517,7011,2.355869348167166,105.70959920125517,103783,0,0
/pages/select-a-location,15879,12714,1.2489381783860312,36.58046248230297,48149,0,0
/tasks/certificate-good-standing-foreign,15349,6760,2.270562130177515,64.02144970414201,49378,0,0
/tasks/insurance-for-nj,14691,6821,2.1537897668963497,49.96041636123736,44562,0,0
/tasks/search-licenses,14623,9916,1.4746873739411053,82.64874949576442,48737,0,0
/pages/contract-with-new-jersey,13792,10899,1.2654371960730342,6.096706119827507,49988,0,0
/pages/buy-an-existing-business,13694,11297,1.2121802248384528,41.189607860493936,47075,0,0
/tasks/undefined,13670,24252,0.5636648523833085,32.99043377865743,94915,0,0
/newsletter-signup,13320,12217,1.0902840304493737,5.763280674470001,24319,0,0
/pages/permits-and-compliance,12862,10107,1.2725833580686652,35.518947264272285,40881,0,0
/pages/vob-dvob,12388,7508,1.6499733617474694,42.291022908897176,47043,0,0
/pages/limited-liability-company-llc,11538,9861,1.170063888043809,38.52874961971403,39721,0,0
/pages/business-preparedness,11346,9468,1.1983523447401774,29.432192648922687,35516,0,0
/es/pages/register-your-business,10867,7413,1.4659382166464319,46.553756913530286,40193,0,0
/certification/sbe,10687,8257,1.2942957490614024,35.32202979290299,40737,0,0
/pages/market-your-business,10659,8686,1.2271471333179829,29.765714943587383,36011,0,0
/starter-kits/online-business,9942,6507,1.5278930382664822,45.82757030889811,33645,0,0
/pages/open-another-location,9752,6924,1.4084344309647603,23.075534373194685,36782,0,0
/tasks/employer-requirements,9628,4373,2.201692202149554,43.64463754859364,34135,0,0
/bags/plastic-ban-law,9292,6933,1.3402567431126498,36.76258473965095,35573,0,0
/pages/exporting,9029,7266,1.242636939168731,27.513900357830995,32838,0,0
/starter-kits/restaurant-and-catering,8804,6101,1.4430421242419276,54.908375676118666,33626,0,0
/recent/new-rules-for-reporting-who-owns-your-business,8675,5988,1.4487307949231798,36.31596526386105,40380,0,0
/certification/mwbe,8487,6802,1.247721258453396,31.103645986474568,30245,0,0
/starter-kits/recreational-cannabis,8419,6473,1.3006334002780782,39.9222926000309,35094,0,0
/filings/annual-report,8403,6062,1.38617617947872,35.66529198284395,36021,0,0
/es/licensing-and-certification-guide,8309,3319,2.5034648990659836,81.1804760470021,28535,0,0
/pages/paying-taxes,8239,5373,1.5334077796389354,6.332216638749302,30859,0,0
/recent/employers-must-report-all-worker-separations-through-online-portal,8040,3278,2.4527150701647344,45.20103721781574,30829,0,0
/pages/prepare-loan-application,7714,6362,1.2125117887456776,32.53756680289217,24687,0,0
/recent/funding-opportunities-for-faith-based-and-community-organizations,7686,5199,1.4783612233121755,44.41815733794961,25890,0,0
/tasks/hic-license,7607,2601,2.924644367550942,146.99500192233756,37923,0,0
/starter-kits/non-medical-transport,7455,5048,1.4768225039619651,52.920760697305866,30258,0,0
/es/pages/limited-liability-company-llc,6929,5428,1.2765291083271924,27.35924834193073,29650,0,0
/pages/manage-employees,6727,5648,1.191041076487252,28.634915014164307,20314,0,0
/tasks/site-requirements,6348,4336,1.4640221402214022,28.62938191881919,15489,0,0
/covid/en/articles/3789809,5998,5932,1.0111260957518544,0.5616992582602832,19410,0,0
/tasks/manage-business-vehicles,5886,3931,1.4973289239379293,38.39277537522259,33990,0,0
/tasks/town-mercantile-license,5755,4990,1.153306613226453,33.38376753507014,18943,0,0
/tasks/sign-lease,5639,4199,1.3429387949511788,19.519409383186474,13565,0,0
/tasks/zoning-permit-approval,5494,3969,1.3842277651801462,16.345930964978585,13190,0,0
/faqs/what-are-new-jerseys-principal-industries,5271,4254,1.2390691114245416,42.44875411377527,22851,0,0
/starter-kits/homemaker-home-health-aide,5261,4069,1.292946669943475,48.63479970508725,21008,0,0
/starter-kits/employment-agency,5092,3554,1.4327518289251548,58.89082723691615,19860,0,0
/pages/leasing-tips,5066,3971,1.275749181566356,46.49433392092672,16603,0,0
/recent/new-jersey-liquor-license-transfer-a-guide-for-license-holders,4982,3449,1.4444766599014207,34.93360394317193,17846,0,0
/pages/sole-proprietorship,4978,4190,1.1880668257756564,29.633890214797137,17020,0,0
/funding/small-business-improvement,4856,3878,1.2521918514698298,26.562145435791646,18346,0,0
/recent/new-jersey-s-corporation-elections-have-been-eliminated,4799,3466,1.384593190998269,27.512983266012697,19248,0,0
/tasks/nonprofit-business-plan,4706,2917,1.6133013369900582,32.498114501199865,12018,0,0
/tasks/site-safety-permits,4619,3229,1.4304738309074017,22.340662743883556,11243,0,0
/es/pages/filings-and-accounting,4163,3152,1.320748730964467,39.79187817258883,16284,0,0
/recent/new-requirements-for-temporary-help-service-firms-and-their-clients,4088,2429,1.6829971181556196,45.957184026348294,15996,0,0
/tasks/nonprofit-business-trustees,3734,2162,1.727104532839963,38.882053654024055,9986,0,0
/funding/small-business-lease,3697,3097,1.193735873425896,20.95963835970294,12473,0,0
/starter-kits/home-improvement-contractor,3661,2789,1.3126568662603084,47.93832915023306,13427,0,0
/funding/small-business-fund,3575,3041,1.175600131535679,19.69976981256166,12845,0,0
/es/pages/government-contracting,3535,2616,1.3512996941896025,38.95412844036697,10735,0,0
/recent/no-action-required-for-new-filing-requirement,3409,2463,1.3840844498578968,32.583028826634184,14589,0,0
/tasks/cannabis-evaluate-location,3392,1960,1.7306122448979593,39.089795918367344,8476,0,0
/tasks/env-permitting,3333,1261,2.6431403647898493,53.32751784298176,23852,0,0
/covid/en/collections/2198378-information-for-nj-businesses-on-the-coronavirus-outbreak,3284,3051,1.076368403802032,2.1435594886922322,12470,0,0
/tasks/resale-tax-certificate-operating,3174,1919,1.6539864512767066,63.64616988014591,17279,0,0
/tasks/scorp-federal-designation,3127,1634,1.9137086903304774,69.1328029375765,11512,0,0
/thank-you,3101,2607,1.1894898350594554,20.80053701572689,9924,0,0
/certification/esbe,3022,2811,1.0750622554251157,26.970117395944502,9185,0,0
/filings/st-50_450,2971,1149,2.585726718885988,55.60748476936467,14424,0,0
/pages/esbe-and-dbe-programs,2882,1863,1.5469672571121846,34.72463768115942,10341,0,0
/starter-kits/trucking,2872,2401,1.1961682632236568,32.452728029987504,11208,0,0
/es/pages/business-names,2685,1930,1.3911917098445596,365.40103626943005,10263,0,0
/es/pages/licensing-and-certification-guide,2662,1832,1.453056768558952,22.70906113537118,11216,0,0
/tasks/license-requirements-employment-agency,2661,1458,1.8251028806584362,42.00137174211248,6767,0,0
/actions/state-contracting,2645,2190,1.2077625570776256,44.37762557077625,8005,0,0
/recent/hiring-process-for-teens-is-going-digital,2631,2020,1.3024752475247525,23.735148514851485,9452,0,0
/recent/new-liability-insurance-requirements-for-business-owners-landlords,2505,1799,1.3924402445803223,30.082267926625903,9450,0,0
/recent/important-tax-guidance-for-new-jersey-companies,2475,1954,1.266632548618219,19.306550665301945,6718,0,0
/recent/apply-for-working-capital-loans,2449,1967,1.2450432130147433,28.45602440264362,6991,0,0
/es/pages/trademarks,2378,1781,1.3352049410443572,43.01347557551937,10151,0,0
/funding/entrepreneur-support-program,2272,1852,1.2267818574514038,24.910907127429805,8957,0,0
/filings/st-51_451,2264,942,2.403397027600849,217.70382165605096,9938,0,0
/tasks/cosmetology-location-eval,2263,1423,1.5903021784961349,29.32888264230499,6252,0,0
/starter-kits/cannabis,2193,1516,1.4465699208443272,30.83047493403694,9732,0,0
/pages/business.nj.gov/pages/choose-a-business-structure,2166,1584,1.3674242424242424,6.571969696969697,5568,0,0
/funding/the-small-business,2163,1888,1.1456567796610169,43.67584745762712,7111,0,0
/recent/inactive-liquor-licenses-in-new-jersey-use-it-or-lose-it,2149,1541,1.3945489941596365,23.64633354964309,7782,0,0
/recent/employer-rate-notices-now-paperless,2140,1642,1.3032886723507917,24.48964677222899,6568,0,0
/pages/employer-identification-number,2139,1572,1.3606870229007633,6.511450381679389,7197,0,0
/recent/important-updates-to-employee-rights-under-new-jersey-warn-law,2135,1630,1.3098159509202454,40.57239263803681,9170,0,0
/starter-kits/e-commerce,2130,1689,1.2611012433392539,24.410301953818827,7715,0,0
/recent/small-businesses-can-apply-for-commercial-property-purchase-support,2115,1468,1.4407356948228882,33.596049046321525,6335,0,0
/tasks/building-permit,2042,1513,1.3496364838070058,15.3654990085922,3780,0,0
/tasks/nonprofit-tax-exempt,2039,1160,1.7577586206896552,68.71551724137932,8099,0,0
/recent/new-jersey-eases-restrictions-for-breweries-and-craft-beverage-manufacturers,2036,1582,1.2869785082174463,34.89254108723135,8449,0,0
/tasks/transportation-entity-id,1998,1171,1.7062339880444064,85.01110162254483,9262,0,0
/privacy-policy,1978,1453,1.3613214039917412,23.141087405368204,5641,0,0
/recent/receive-tax-credits-to-launch-an-apprenticeship-program,1922,1512,1.2711640211640212,19.867724867724867,7925,0,0
/es/search,1852,956,1.9372384937238494,39.07740585774059,6960,0,0
/funding/direct-loans,1851,1644,1.1259124087591241,26.91058394160584,6027,0,0
/category/plan,1837,1471,1.2488103331067302,20.06730115567641,4465,0,0
/recent/leniency-may-be-available-for-first-time-violators-of-some-rules-regulations,1787,1508,1.1850132625994696,48.29376657824934,5291,0,0
/funding/njeda-aspire,1704,1347,1.265033407572383,34.66740905716407,7111,0,0
/es/pages/closing-your-business,1700,1021,1.6650342801175317,73.14201762977473,6451,0,0
/recent/small-business-manual-available-for-free-download,1686,1346,1.2526002971768202,16.968796433878158,5329,0,0
/funding/nj-zero-emission,1640,1295,1.2664092664092663,26.216988416988418,6492,0,0
/es/recent,1632,1068,1.5280898876404494,37.546816479400746,4364,0,0
/license-and-copyright-notice,1609,1296,1.2415123456790123,24.675925925925927,4556,0,0
/es/pages/business-support,1608,1116,1.4408602150537635,48.83870967741935,6060,0,0
/es/pages/permits-and-compliance,1569,1232,1.2735389610389611,41.62094155844156,6070,0,0
/tasks/streamlined-sales-tax-certificate,1551,841,1.8442330558858502,75.93697978596909,12338,0,0
/es/pages/prepare-loan-application,1541,1197,1.2873851294903926,37.94486215538847,5790,0,0
/recent/developers-may-now-contract-with-private-inspectors-after-72-hour-window,1541,1178,1.3081494057724958,22.64516129032258,4856,0,0
/starter-kits/home-contractor,1540,1180,1.305084745762712,26.964406779661015,6466,0,0
/tasks/licenses-retail-search,1534,1103,1.3907524932003625,24.193109700815956,4913,0,0
/funding/capital-access-fund,1530,1283,1.1925175370226033,19.979734996102884,4860,0,0
/category/operate,1497,1291,1.1595662277304415,16.47095274980635,3840,0,0
/recent/minimum-wage-increasing-to-15-49-per-hour-for-most-workers,1493,1254,1.1905901116427433,21.679425837320576,6974,0,0
/pages/llp-lp,1483,1202,1.2337770382695508,50.78202995008319,5213,0,0
/recent/restaurants-retail-personal-care-businesses-get-free-e-commerce-and-digital-marketing-services,1473,1128,1.3058510638297873,26.48581560283688,4973,0,0
/tasks/cosmetology-shop-license,1458,853,1.70926143024619,48.957796014067995,5949,0,0
/recent/ai-teams-and-startups-can-compete-for-3-34m-in-state-grants,1442,932,1.5472103004291846,31.621244635193133,5052,0,0
/es/starter-kits/food-truck,1434,684,2.0964912280701755,69.21637426900585,5390,0,0
/tasks/insurance-policy-home-contractor,1428,768,1.859375,54.69921875,4461,0,0
/recent/free-financial-technical-guidance-to-grow-your-business,1418,1025,1.3834146341463414,21.366829268292683,3722,0,0
/tasks/food-truck-license,1407,799,1.7609511889862328,2577.0688360450563,4331,0,0
/es/funding,1351,726,1.8608815426997245,57.63911845730028,3412,0,0
/starter-kits/restaurant,1316,1007,1.3068520357497517,23.06454816285998,5597,0,0
/recent/register-for-employer-access-to-view-your-2026-ui-rates,1306,965,1.3533678756476684,22.435233160621763,4662,0,0
/dev.navigator.business.nj.gov/,1301,170,7.652941176470589,200.51176470588234,4735,0,0
/tasks/healthcare-license,1295,904,1.4325221238938053,34.235619469026545,4062,0,0
/navigator.business.nj.gov//,1287,1259,1.022239872915012,0.04924543288324067,1466,0,0
/tasks/food-safety-course,1287,862,1.4930394431554523,28.781902552204176,4455,0,0
/es/start,1286,836,1.5382775119617225,32.1877990430622,3741,0,0
/recent/loan-guarantees-for-investors-in-innovation-focused-companies,1272,1006,1.2644135188866799,28.320079522862823,3812,0,0
/funding/main-st-micro,1265,1127,1.1224489795918366,23.622892635314997,3049,0,0
/tasks/waste-permitting,1262,809,1.5599505562422744,46.55500618046972,2575,0,0
/category/grow,1252,1038,1.20616570327553,18.082851637764932,4084,0,0
/es/pages/create-a-business-plan,1241,899,1.3804226918798665,58.45050055617352,4418,0,0
/mgmt/search,1241,98,12.66326530612245,719.6428571428571,4513,0,0
/recent/watch-how-to-videos-for-your-business,1227,999,1.2282282282282282,17.077077077077078,2980,0,0
/pages/sales-tax,1224,926,1.3218142548596112,6.281857451403888,4644,0,0
/covid/en/articles/3838662-what-new-state-financial-support-programs-is-my-business-eligible-for-how-do-i-use-the-eligibility-wizard,1214,1158,1.0483592400690847,1.8238341968911918,4619,0,0
/es/pages/register-for-taxes,1202,830,1.4481927710843374,49.26987951807229,4421,0,0
/newsletter-signup-thanks,1194,1049,1.1382268827454718,17.436606291706386,3581,0,0
/starter-kits/auto-body-repair,1188,955,1.243979057591623,38.602094240837694,4457,0,0
/recent/certify-your-lgbtq-owned-business,1182,900,1.3133333333333332,15.747777777777777,4179,0,0
/actions/government-contracting,1177,714,1.6484593837535013,83.02380952380952,3534,0,0
/recent/your-construction-firm-may-qualify-for-tuition-free-business-training,1173,925,1.268108108108108,22.904864864864866,3914,0,0
/es/pages/choose-a-business-structure,1167,790,1.4772151898734178,68.74430379746835,4293,0,0
/es/search-results,1157,797,1.451693851944793,18.48431618569636,3284,0,0
/es/pages/llp-lp,1155,935,1.2352941176470589,47.392513368983956,5105,0,0
/tasks/community-right-to-know-survey,1145,549,2.085610200364299,97.11475409836065,7592,0,0
/impactreport,1135,965,1.1761658031088082,5.346113989637305,3839,0,0
/starter-kits/home-health-aide,1110,784,1.4158163265306123,31.834183673469386,4982,0,0
/es/pages/employer-requirements,1092,859,1.271245634458673,52.45401629802095,4126,0,0
/funding/sbir-sttr,1092,910,1.2,26.053846153846155,3616,0,0
/es/pages/buy-an-existing-business,1088,847,1.2845336481700118,51.689492325855966,4051,0,0
/starter-kits/vending-machine,1080,760,1.4210526315789473,30.028947368421054,5001,0,0
/tasks/search-business-name,1078,747,1.4431057563587684,72.99732262382865,4589,0,0
/tasks/priority-status-cannabis,1072,430,2.4930232558139536,133,3379,0,0
/tasks/cigarette-license,1070,54,19.814814814814813,727.5925925925926,7016,0,0
/tasks/mvc-title-task,1066,695,1.5338129496402877,41.50359712230216,4266,0,0
/recent/unemployment-and-disability-insurance-rates-increased-for-2026,1053,686,1.5349854227405249,24.23469387755102,3506,0,0
/tasks/haul-waste,1051,627,1.6762360446570972,58.43859649122807,2722,0,0
/recent/save-the-date-governors-conference-on-housing-and-economic-development,1050,532,1.9736842105263157,19.360902255639097,3549,0,0
/certification/uez,1035,824,1.2560679611650485,40.33980582524272,4713,0,0
/tasks/business-entity-auth,1033,722,1.4307479224376731,63.408587257617725,3522,0,0
/recent/new-grant-for-employee-training,1025,811,1.2638717632552405,25.66091245376079,3631,0,0
/tasks/trucking-cdl,1015,660,1.5378787878787878,43.93484848484849,2765,0,0
/recent/corporate-transit-fee-now-in-effect,996,792,1.2575757575757576,19.015151515151516,3985,0,0
/tasks/register-accounting-firm,980,445,2.202247191011236,90.09213483146067,5175,0,0
/recent/apply-for-the-innovative-entrepreneur-support-program,979,805,1.2161490683229814,18.572670807453417,2671,0,0
/recent/refresher-sick-leave-and-overtime-laws,976,786,1.2417302798982188,33.85623409669211,3573,0,0
/es/recent/inactive-liquor-licenses-in-new-jersey-use-it-or-lose-it,949,730,1.3,23.38082191780822,4170,0,0
/pages/general-partnership,942,756,1.246031746031746,34.40343915343915,3046,0,0
/tasks/state-bar-attorney,924,599,1.5425709515859767,25.153589315525878,2556,0,0
/es/starter-kits,916,707,1.2956152758132957,32.18104667609618,3118,0,0
/tasks/land-permitting,910,633,1.4375987361769351,25.410742496050553,1659,0,0
/tasks/mvc-register-task,909,609,1.4926108374384237,48.376026272577995,4395,0,0
/tasks/broker-license,885,371,2.38544474393531,36.58760107816712,2420,0,0
/recent/apply-now-for-emerging-developers-grants-of-up-to-250-000,883,744,1.1868279569892473,25.197580645161292,2411,0,0
/es/plan,879,489,1.7975460122699387,41.875255623721884,2344,0,0
/recent/apply-for-tax-credits-for-historic-property-rehabilitation,864,706,1.2237960339943343,15.548158640226628,2771,0,0
/tasks/trucking-boc3,860,545,1.5779816513761469,62.02018348623853,2512,0,0
/es/pages/building-permits-and-inspections,854,598,1.4280936454849498,49.04515050167224,3112,0,0
/tasks/logistics-site-evaluation,852,460,1.8521739130434782,25.971739130434784,2187,0,0
/recent/loan-guarantees-for-small-businesses-and-their-investors,851,687,1.2387190684133915,29.684133915574964,2408,0,0
/tasks/health-club-registration,850,200,4.25,136.485,3819,0,0
/archived/search-results,840,628,1.3375796178343948,12.23407643312102,2696,0,0
/es/pages/market-your-business,824,663,1.2428355957767723,37.35897435897436,3180,0,0
/bags/buyer-sign-in,823,648,1.2700617283950617,16.72685185185185,2430,0,0
/funding/premier-lender-program,820,724,1.132596685082873,18.65193370165746,2520,0,0
/recent/important-update-for-employers,815,703,1.159317211948791,29.35135135135135,2634,0,0
/pages/s-corporation-s-corp,799,690,1.1579710144927535,47.14782608695652,2309,0,0
/recent/small-businesses-can-get-reimbursed-for-building-improvements,791,563,1.4049733570159857,23.012433392539965,2543,0,0
/tasks/trucking-insurance,786,535,1.469158878504673,44.80747663551402,2022,0,0
/certification/veteran-owned-business,783,587,1.333901192504259,26.238500851788757,2745,0,0
/es/faqs/what-are-new-jerseys-principal-industries,782,631,1.2393026941362917,49.147385103011096,3195,0,0
/tasks/nonprofit-business-bylaws,778,481,1.6174636174636174,34.91891891891892,3091,0,0
/recent/commercial-property-owners-submit-comments-on-draft-c-pace-guidelines,776,651,1.1920122887864824,19.556067588325654,2095,0,0
/navigator.business.nj.gov//onboarding,762,642,1.1869158878504673,64.29595015576324,3231,0,0
/es/pages/certifications,761,499,1.5250501002004009,50.855711422845694,2747,0,0
/recent/employers-please-stay-off-the-wall,761,642,1.1853582554517135,22.58411214953271,2084,0,0
/pages/c-corporation-c-corp,760,659,1.1532625189681336,38.38088012139605,2444,0,0
/es/pages/hiring-employees,757,604,1.2533112582781456,31.44039735099338,2871,0,0
/tasks/air-permitting,755,532,1.419172932330827,25.146616541353385,1478,0,0
/recent/enter-the-film-industry-with-njedas-film-works-grant-program,748,558,1.3405017921146953,24.602150537634408,2340,0,0
/funding/njeda-rd-voucher,744,612,1.2156862745098038,24.147058823529413,2511,0,0
/recent/purchase-discounted-tax-credits-to-support-food-security,743,617,1.2042139384116695,20.40194489465154,1965,0,0
/tasks/site-requirements-cosmetology,741,480,1.54375,37.5,1915,0,0
/recent/employers-must-display-updated-family-leave-insurance-poster,730,522,1.3984674329501916,21.52490421455939,2893,0,0
/certification/lgbtq,727,609,1.19376026272578,27.07224958949097,2276,0,0
/tasks/nonprofit-charity-registration,723,502,1.4402390438247012,65.54382470119522,2318,0,0
/tasks/trucking-usdot,723,455,1.589010989010989,49.23076923076923,2182,0,0
/starter-kits/more-kits-comings-soon,719,601,1.1963394342762064,30.201331114808653,1724,0,0
/tasks/payment-structure,714,406,1.7586206896551724,65.63546798029557,2378,0,0
/recent/public-works-contractors-certify-your-payroll-records-online,709,540,1.3129629629629629,20.961111111111112,2357,0,0
/funding/small-business-improvement-grant,697,556,1.2535971223021583,26.5431654676259,2506,0,0
/funding/growing-apprenticeship-in-nontraditional-sectors,695,399,1.7418546365914787,41.24561403508772,2820,0,0
/tasks/landlord-location-eval,689,400,1.7225,31.4,2112,0,0
/recent/small-businesses-can-receive-lease-payment-support,688,517,1.3307543520309477,18.781431334622823,2111,0,0
/recent/determine-your-eligibility-for-the-cannabis-equity-grant-program,684,512,1.3359375,21.73828125,2323,0,0
/certification/dbe,681,617,1.1037277147487845,32.753646677471636,2212,0,0
/tasks/conditional-cannabis-license,681,290,2.3482758620689657,142.8551724137931,4013,0,0
/tasks/floor-plan-approval-doh,671,474,1.4156118143459915,32.687763713080166,2085,0,0
/funding/venture-fund-investments,670,570,1.1754385964912282,15.356140350877194,2460,0,0
/certification/dvob,656,515,1.2737864077669903,21.712621359223302,2457,0,0
/es/pages/finance-your-business,656,493,1.330628803245436,41.73022312373225,2183,0,0
/pages/lgbtq,653,486,1.3436213991769548,22.395061728395063,2362,0,0
/funding/angel-investor-tax-credit-program,652,526,1.2395437262357414,25.40494296577947,2709,0,0
/starter-kits/healthcare,646,552,1.1702898550724639,22.36231884057971,2308,0,0
/archived/old-home,642,548,1.1715328467153285,5.95985401459854,1576,0,0
/njbgs,639,548,1.166058394160584,9.596715328467154,1720,0,0
/tasks/home-baker-license,634,390,1.6256410256410256,52.92564102564103,2300,0,0
/certification/sedb,632,493,1.281947261663286,948.7931034482758,2930,0,0
/es/contact-us,626,484,1.2933884297520661,47.62809917355372,2111,0,0
/support/login,622,435,1.4298850574712643,33.770114942528735,2128,0,0
/tasks/new-home-builder-license,618,351,1.7606837606837606,51.46153846153846,2289,0,0
/recent/apply-for-grants-to-train-your-workers,615,465,1.3225806451612903,22.283870967741937,1844,0,0
/recent/apply-for-grants-to-redevelop-underutilized-public-property,614,488,1.2581967213114753,32.9405737704918,1668,0,0
/funding/upskill-free-incumbent-worker-training-programs,606,408,1.4852941176470589,20.730392156862745,2330,0,0
/tasks/movers-warehousemen-license,594,139,4.273381294964029,210.88489208633092,2804,0,0
/pages/socially-and-economically-disadvantaged-business-sebd,591,359,1.6462395543175488,51.07520891364903,2422,0,0
/funding/nj-zero-emission-incentive-program-njzip,580,473,1.2262156448202959,17.91120507399577,2309,0,0
/tasks/cannabis-bank-account,580,301,1.9269102990033222,57.37541528239203,1562,0,0
/faqs/how-do-i-participate-in-the-small-business-set-aside-program,570,444,1.2837837837837838,8.666666666666666,1810,0,0
/starter-kits/retail,569,499,1.1402805611222444,18.17434869739479,1712,0,0
/filings/nj-500,566,331,1.7099697885196374,43.794561933534744,2555,0,0
/es/pages/mwbe,562,417,1.3477218225419665,32.462829736211035,1948,0,0
/recent/new-jersey-contractors-tax-exemption-alert-for-affordable-housing,562,441,1.27437641723356,17.430839002267575,1992,0,0
/es/grow,561,346,1.6213872832369942,33.79479768786127,1517,0,0
/tasks/determine-naics-code,561,442,1.2692307692307692,4.5,596,0,0
/funding/tax-credit-for-hiring-veterans-and-other-target-groups,559,396,1.4116161616161615,22.785353535353536,2304,0,0
/recent/bring-your-out-of-state-workers-back-to-nj-with-nj-rise-program-grants,557,451,1.2350332594235034,18.631929046563194,1662,0,0
/tasks/trucking-irp,557,384,1.4505208333333333,44.291666666666664,1532,0,0
